Image name,Page_type_1,Page_type_2,colour,Pagenumber,illustration_type_1,instances_of_1,illustration_type_2,instances_of_2,illustration_type_3,instances_of_3,illustration_type_4,instances_of_4,illustration_type_5,instances_of_5
uni-ucl-jud-0015236-001-0095L.jpg,None,,monochrome,,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0096R.jpg,Chapter page,,monochrome,Fo.xlbi.,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0097L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0098R.jpg,None,,monochrome,Fo.xlbii.,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0099L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0100R.jpg,None,,monochrome,Fo.xlbiii.,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0101L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0102R.jpg,Chapter page,,monochrome,Fo.xlix.|g.i.,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0103L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0104R.jpg,Chapter page,,monochrome,Fo.l.|g.ii.,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0105L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0106R.jpg,Chapter page,,monochrome,Fo.I.|g.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0107L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0108R.jpg,Chapter page,,monochrome,Fo.xlii.|g.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0109L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0110R.jpg,Chapter page,,monochrome,Fo.liii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0111L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0112R.jpg,Chapter page,,monochrome,Fo.liiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0113L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0114R.jpg,Chapter page,,monochrome,Fo.ib,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0115L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0116R.jpg,None,,monochrome,Fo.ibi.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0117L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0118R.jpg,Chapter page,,monochrome,Fo.lbii.|h.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0119L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0120R.jpg,Chapter page,,monochrome,Fo.lbiii.|h.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0121L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0122R.jpg,Chapter page,,monochrome,Fo.lix|h.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0123L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0124R.jpg,None,,monochrome,Fo.lx.|h.iiii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0125L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0126R.jpg,None,,monochrome,Fo.lxi,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0127L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0128R.jpg,Chapter page,,monochrome,Fo.lxii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0129L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0130R.jpg,Chapter page,,monochrome,Fo.lxiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0131L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0132R.jpg,Chapter page,,monochrome,Fo.lxiiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0133L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0134R.jpg,Chapter page,,monochrome,Fo.lxb.|i.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0135L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0136R.jpg,Chapter page,,monochrome,Fo.lxbi.|i.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0137L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0138R.jpg,Chapter page,,monochrome,Fo.lxbii.|i.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0139L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0140R.jpg,None,,monochrome,Fo.lxbiii.|i.iiii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0141L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0142R.jpg,Chapter page,,monochrome,Fo.lxix,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0143L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0144R.jpg,Chapter page,,monochrome,Fo.lxx.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0145L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0146R.jpg,Chapter page,,monochrome,Fo.lxxi,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0147L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0148R.jpg,Chapter page,,monochrome,Fo.lxxii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0149L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0150R.jpg,Chapter page,,monochrome,Fo.lxxiii.|k.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0151L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0152R.jpg,Chapter page,,monochrome,Fo.lxxiiii.|k.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0153L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0154R.jpg,Chapter page,,monochrome,Fo.lxxb|k.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0155L.jpg,Chapter page,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0156R.jpg,None,,monochrome,Fo.lxxbi.|k.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0157L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0158R.jpg,Chapter page,,monochrome,Fo.lxxbii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0159L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0160R.jpg,Chapter page,,monochrome,Fo.lxxbiii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0161L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0162R.jpg,None,,monochrome,Fo.lxxix.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0163L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0164R.jpg,Chapter page,,monochrome,Fo.lxxx,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0165L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0166R.jpg,Chapter page,,monochrome,Fo.lxxxi.|l.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0167L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0168R.jpg,None,,monochrome,Fo.lxxxii.|l.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0169L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0170R.jpg,Chapter page,,monochrome,Fo.lxxxiii.|l.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0171L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0172R.jpg,Chapter page,,monochrome,Fo.lxxxiiii|l.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0173L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0174R.jpg,Chapter page,,monochrome,Fo.lxxb,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0175L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0176R.jpg,Chapter page,,monochrome,Fo.lxxxbi.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0177L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0178R.jpg,Chapter page,,monochrome,Fo.lxxxbii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0179L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0180R.jpg,Chapter page,,monochrome,Fo.lxxxbiii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0181L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0182R.jpg,Chapter page,,monochrome,Fo.lxxxix|m.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0183L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0184R.jpg,Chapter page,,monochrome,Fo.xx.|m.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0185L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0186R.jpg,Chapter page,,monochrome,Fo.xxi.|m.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0187L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0188R.jpg,Chapter page,,monochrome,Fo.xxii|m.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0189L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0190R.jpg,None,,monochrome,Fo.xxiii,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0191L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0192R.jpg,Chapter page,,monochrome,Fo.xxiiii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0193L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0194R.jpg,Chapter page,,monochrome,Fo.xxb.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0195L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0196R.jpg,None,,monochrome,Fo.xxbi.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0197L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0198R.jpg,Chapter page,,monochrome,Fo.xxbii|n.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0199L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0200R.jpg,None,,monochrome,Fo.xxbiii.|n.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0201L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0202R.jpg,None,,monochrome,Fo.xxix|n.iii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0203L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0204R.jpg,None,,monochrome,Fo.c|n.iiii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0205L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0206R.jpg,Chapter page,,monochrome,Fo.ci,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0207L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0208R.jpg,None,,monochrome,Fo.cii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0209L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0210R.jpg,Chapter page,,monochrome,Fo.ciii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0211L.jpg,None,,monochrome,,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0212R.jpg,Chapter page,,monochrome,Fo.ciiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0213L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0214R.jpg,None,,monochrome,Fo.cb|o.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0215L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0216R.jpg,Chapter page,,monochrome,Fo.cbi|o.ii.,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0217L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0218R.jpg,None,,monochrome,Fo.cbii|o.iii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0219L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0220R.jpg,Chapter page,,monochrome,Fo.cbiii|o.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0221L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0222R.jpg,None,,monochrome,Fo.cix,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0223L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0224R.jpg,Chapter page,,monochrome,Fo.cx.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0225L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0226R.jpg,Chapter page,,monochrome,Fo.cxi,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0227L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0228R.jpg,Chapter page,,monochrome,Fo.cxii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0229L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0230R.jpg,Chapter page,,monochrome,Fo.cxiii|p.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0231L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0232R.jpg,Chapter page,,monochrome,Fo.cxiiii|p.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0233L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0234R.jpg,Chapter page,,monochrome,Fo.cxb|p.iii.,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0235L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0236R.jpg,Chapter page,,monochrome,Fo.cxbi|p.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0237L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0238R.jpg,None,,monochrome,Fo.cxbii,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0239L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0240R.jpg,None,,monochrome,Fo.cxbiii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0241L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0242R.jpg,Chapter page,,monochrome,Fo.xxix,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0243L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0244R.jpg,Chapter page,,monochrome,Fo.cxx,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0245L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0246R.jpg,Chapter page,,monochrome,Fo.cxx,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0247L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0248R.jpg,None,,monochrome,Fo.cxxi|q.i.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0249L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0250R.jpg,None,,monochrome,Fo.cxxii.|q.ii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0251L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0252R.jpg,Chapter page,,monochrome,Fo.cxxiii.|q.iii.,Illuminated lettering,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,Printed marginalia,1,,,,
uni-ucl-jud-0015236-001-0253L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0254R.jpg,Chapter page,,monochrome,Fo.cxxiiii|q.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0255L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0256R.jpg,Chapter page,,monochrome,Fo.cxxb,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0257L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0258R.jpg,Chapter page,,monochrome,Fo.cxxbi,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0259L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0260R.jpg,None,,monochrome,Fo.cxxbii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0261L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0262R.jpg,None,,monochrome,Fo.cxxbiii,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0263L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0264R.jpg,Chapter page,,monochrome,Fo.cxxix|r.i.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0265L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0266R.jpg,Chapter page,,monochrome,Fo.cxxx.|r.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0267L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0268R.jpg,Chapter page,,monochrome,Fo.cxxxi|r.iii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0269L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0270R.jpg,Chapter page,,monochrome,Fo.cxxxii|r.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0271L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0272R.jpg,Chapter page,,monochrome,Fo.cxxxiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0273L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0274R.jpg,None,,monochrome,Fo.cxxxiiii,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0275L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0276R.jpg,None,,monochrome,Fo.cxxxb.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0277L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0278R.jpg,Chapter page,,monochrome,Fo.cxxxbi,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0279L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0280R.jpg,None,,monochrome,Fo.cxxxbiii.|s.i.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0281L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0282R.jpg,Chapter page,,monochrome,Fo.cxxxbiii.|s.ii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0283L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0284R.jpg,None,,monochrome,Fo.cxxxix|s.iii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0285L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0286R.jpg,Chapter page,,monochrome,Fo.cxl|s.iiii.,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0287L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0288R.jpg,Chapter page,,monochrome,Fo.cxli,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0289L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0290R.jpg,Chapter page,,monochrome,Fo.cxlii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0291L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0292R.jpg,None,,monochrome,Fo.cxliii,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015236-001-0293L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0294R.jpg,Chapter page,,monochrome,Fo.cxliiii,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015236-001-0295L.jpg,Chapter page,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
