Image name,Page_type_1,Page_type_2,colour,Pagenumber,illustration_type_1,instances_of_1,illustration_type_2,instances_of_2,illustration_type_3,instances_of_3,illustration_type_4,instances_of_4,illustration_type_5,instances_of_5
uni-ucl-jud-0015088-001-0081L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0082R.jpg,None,,monochrome,Fol.xxxiii.|E.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0083L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0084R.jpg,None,,monochrome,Fol.xxxiiii.|E.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0085L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0086R.jpg,None,,monochrome,Fol.xxxv.|E.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0087L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0088R.jpg,None,,monochrome,Fol.xxxvi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0089L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0090R.jpg,None,,monochrome,Fol.xxxvii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0091L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0092R.jpg,None,,monochrome,Fol.xxxviii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0093L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0094R.jpg,None,,monochrome,Fol.xxxix.,,,,,,,,,,
uni-ucl-jud-0015088-001-0095L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0096R.jpg,None,,monochrome,Fol.xl.,,,,,,,,,,
uni-ucl-jud-0015088-001-0097L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0098R.jpg,None,,monochrome,Fol.xli.|F.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0099L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0100R.jpg,None,,monochrome,Fol.xlii.|F.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0101L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0102R.jpg,None,,monochrome,Fol.xliii|F.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0103L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0104R.jpg,None,,monochrome,Fol.xliiii.|F.iiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0105L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0106R.jpg,None,,monochrome,Fol.xlv.,,,,,,,,,,
uni-ucl-jud-0015088-001-0107L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0108R.jpg,None,,monochrome,Fol.xlvi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0109L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0110R.jpg,None,,monochrome,Fol.lxvii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0111L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0112R.jpg,None,,monochrome,Fol.xlviii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0113L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0114R.jpg,None,,monochrome,Fol.xlix.|G.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0115L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0116R.jpg,None,,monochrome,Fol.l.|G.ii.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0117L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0118R.jpg,None,,monochrome,Fol.li.|G.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0119L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0120R.jpg,None,,monochrome,Fol.lii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0121L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0122R.jpg,None,,monochrome,Fol.liii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0123L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0124R.jpg,None,,monochrome,Fol.liiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0125L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0126R.jpg,None,,monochrome,Fol.lv.,,,,,,,,,,
uni-ucl-jud-0015088-001-0127L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0128R.jpg,None,,monochrome,Fol.lvi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0129L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0130R.jpg,None,,monochrome,Follvii.|H.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0131L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0132R.jpg,None,,monochrome,Fol.lviii.|H.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0133L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0134R.jpg,None,,monochrome,Fol.lix.|H.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0135L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0136R.jpg,None,,monochrome,Fol.lx.|H.iiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0137L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0138R.jpg,None,,monochrome,Fol.lxi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0139L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0140R.jpg,None,,monochrome,Fol.lxii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0141L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0142R.jpg,None,,monochrome,Fol.lxiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0143L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0144R.jpg,None,,monochrome,Fol.lxiiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0145L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0146R.jpg,None,,monochrome,Fol.lxv.|I.i.,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0147L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0148R.jpg,None,,monochrome,Fol.lxvi.|I.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0149L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0150R.jpg,None,,monochrome,Fol.lxvii.|I.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0151L.jpg,None,,monochrome,,Printed marginalia,1,,,,,,,,
uni-ucl-jud-0015088-001-0152R.jpg,None,,monochrome,Fol.lxviii.|I.iiii..,,,,,,,,,,
uni-ucl-jud-0015088-001-0153L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0154R.jpg,None,,monochrome,Fol.lix.,,,,,,,,,,
uni-ucl-jud-0015088-001-0155L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0156R.jpg,None,,monochrome,Fol.lxx.,,,,,,,,,,
uni-ucl-jud-0015088-001-0157L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0158R.jpg,None,,monochrome,Fol.lxxi..,,,,,,,,,,
uni-ucl-jud-0015088-001-0159L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0160R.jpg,None,,monochrome,Fol.lxxil.,,,,,,,,,,
uni-ucl-jud-0015088-001-0161L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0162R.jpg,None,,monochrome,Fol.lxxiii.|K.i..,,,,,,,,,,
uni-ucl-jud-0015088-001-0163L.jpg,None,,monochrome,,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0164R.jpg,None,,monochrome,Fol.lxxiiii.|K.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0165L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0166R.jpg,None,,monochrome,Fol.lxxv.|K.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0167L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0168R.jpg,None,,monochrome,Fol.lxxvi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0169L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0170R.jpg,None,,monochrome,Fol.lxxvii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0171L.jpg,None,,monochrome,,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0172R.jpg,None,,monochrome,Fol.lxxviii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0173L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0174R.jpg,None,,monochrome,Fol.lxxix.,,,,,,,,,,
uni-ucl-jud-0015088-001-0175L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0176R.jpg,None,,monochrome,Fol.lxxx.,,,,,,,,,,
uni-ucl-jud-0015088-001-0177L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0178R.jpg,None,,monochrome,Fol.lxxxi.|L.i..,,,,,,,,,,
uni-ucl-jud-0015088-001-0179L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0180R.jpg,None,,monochrome,Fol.lxxxii.|L.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0181L.jpg,None,,monochrome,,Illuminated lettering,1,Printed marginalia,1,,,,,,
uni-ucl-jud-0015088-001-0182R.jpg,None,,monochrome,Fol.lxxxiii.|L.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0183L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0184R.jpg,None,,monochrome,Fol.lxxxiiii.|L.iiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0185L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0186R.jpg,None,,monochrome,Fol.lxxxv.,,,,,,,,,,
uni-ucl-jud-0015088-001-0187L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0188R.jpg,None,,monochrome,Fol.lxxxvi.,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0189L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0190R.jpg,None,,monochrome,Fol.lxxxvii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0191L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0192R.jpg,None,,monochrome,Fol.xxxviii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0193L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0194R.jpg,None,,monochrome,Fol.lxxxix.|M.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0195L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0196R.jpg,None,,monochrome,Fol.lxxxx.|M.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0197L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0198R.jpg,None,,monochrome,Fol.ici.|M.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0199L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0200R.jpg,None,,monochrome,Fol.xcii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0201L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0202R.jpg,None,,monochrome,Fol.iciii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0203L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0204R.jpg,None,,monochrome,Fol.xciiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0205L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0206R.jpg,None,,monochrome,Fol.icv.,,,,,,,,,,
uni-ucl-jud-0015088-001-0207L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0208R.jpg,None,,monochrome,Fol.xcvi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0209L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0210R.jpg,None,,monochrome,Fol.lxcvii.|N.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0211L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0212R.jpg,None,,monochrome,Fol.xcix.|N.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0213L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0214R.jpg,None,,monochrome,Fol.c.|N.iiii,,,,,,,,,,
uni-ucl-jud-0015088-001-0215L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0216R.jpg,None,,monochrome,Fol.ci.,,,,,,,,,,
uni-ucl-jud-0015088-001-0217L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0218R.jpg,None,,monochrome,Fol.cii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0219L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0220R.jpg,None,,monochrome,Fol.ciii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0221L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0222R.jpg,None,,monochrome,Fol.ciiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0223L.jpg,None,,monochrome,,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0224R.jpg,None,,monochrome,Fol.cv.|O.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0225L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0226R.jpg,None,,monochrome,Fol.cvi.|O.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0227L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0228R.jpg,None,,monochrome,Fol.cvii.|O.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0229L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0230R.jpg,None,,monochrome,Fol.cxviiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0231L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0232R.jpg,None,,monochrome,Fol.cix.,,,,,,,,,,
uni-ucl-jud-0015088-001-0233L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0234R.jpg,None,,monochrome,Fol.cx.,,,,,,,,,,
uni-ucl-jud-0015088-001-0235L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0236R.jpg,None,,monochrome,Fol.cxi.,,,,,,,,,,
uni-ucl-jud-0015088-001-0237L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0238R.jpg,None,,monochrome,Fol.cxii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0239L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0240R.jpg,None,,monochrome,Fol.cxiii.|P.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0241L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0242R.jpg,None,,monochrome,Fol.cxiiii.|P.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0243L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0244R.jpg,None,,monochrome,Fol.cxv.|P.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0245L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0246R.jpg,None,,monochrome,Fol.cxvi,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0247L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0248R.jpg,None,,monochrome,Fol.cxvii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0249L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0250R.jpg,None,,monochrome,Fol.cxviii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0251L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0252R.jpg,None,,monochrome,Fol.cxix.,,,,,,,,,,
uni-ucl-jud-0015088-001-0253L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0254R.jpg,None,,monochrome,Fol.cxx.,,,,,,,,,,
uni-ucl-jud-0015088-001-0255L.jpg,None,,monochrome,,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0256R.jpg,None,,monochrome,Fol.cxxxi.|Q.i.,,,,,,,,,,
uni-ucl-jud-0015088-001-0257L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0258R.jpg,None,,monochrome,Fol.cxxiiii.|Q.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0259L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0260R.jpg,None,,monochrome,Fol.cxxiiii.|Q.iii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0261L.jpg,None,,monochrome,,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0262R.jpg,None,,monochrome,Fol.cxxii.|Q.iiii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0263L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0264R.jpg,None,,monochrome,Fol.cxxv.,,,,,,,,,,
uni-ucl-jud-0015088-001-0265L.jpg,None,,monochrome,,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0015088-001-0266R.jpg,None,,monochrome,Fol.cxxvi.ii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0267L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0015088-001-0268R.jpg,None,,monochrome,Fol.cxxvii.,,,,,,,,,,
uni-ucl-jud-0015088-001-0269L.jpg,None,,monochrome,,,,,,,,,,,
